,playlist_id,playlist_title,playlist_owner_id,playlist_length,playlist_views,video_id,video_title,video_views,video_length,video_desciption,video_keywords,video_rating
10,PLUl4u3cNGP61q4qJ1vdkBbiWn3AF1q5SQ,“Why This Matters” Moments: Highlights from 3.091 Intro to Solid-State Chemistry,UCEBb1b_L6zDS3xTUrIALZOw,34.0,15578.0,q9D2zR5q0Sc,Properties of Benzene (Intro to Solid-State Chemistry),1150.0,417.0,"MIT 3.091 Introduction to Solid-State Chemistry, Fall 2018
Instructor: Jeffrey C. Grossman
View the complete course: https://ocw.mit.edu/3-091F18
Course Playlist: https://www.youtube.com/playlist?list=PLUl4u3cNGP63z5HAguqleEbsICfHgDPaG
Highlights Playlist: https://www.youtube.com/playlist?list=PLUl4u3cNGP61q4qJ1vdkBbiWn3AF1q5SQ

Why this matters: benzine derivatives in organic chemistry.

License: Creative Commons BY-NC-SA
More information at https://ocw.mit.edu/terms
More courses at https://ocw.mit.edu
Support OCW at http://ow.ly/a1If50zVRlQ

We encourage constructive comments and discussion on OCW’s YouTube and other social media channels. Personal attacks, hate speech, trolling, and inappropriate comments are not allowed and may be removed. More details at https://ocw.mit.edu/comments.","['covalent bonds', 'polarity', 'electronegativity', 'expanded octet']",
11,PLUl4u3cNGP61q4qJ1vdkBbiWn3AF1q5SQ,“Why This Matters” Moments: Highlights from 3.091 Intro to Solid-State Chemistry,UCEBb1b_L6zDS3xTUrIALZOw,34.0,15578.0,4EcVts56MCU,The Shape of Smells (Intro to Solid-State Chemistry),986.0,326.0,"MIT 3.091 Introduction to Solid-State Chemistry, Fall 2018
Instructor: Jeffrey C. Grossman
View the complete course: https://ocw.mit.edu/3-091F18
Course Playlist: https://www.youtube.com/playlist?list=PLUl4u3cNGP63z5HAguqleEbsICfHgDPaG
Highlights Playlist: https://www.youtube.com/playlist?list=PLUl4u3cNGP61q4qJ1vdkBbiWn3AF1q5SQ

Why this matters: how the VSEPR model allows us to predict the shapes of molecules and their properties.

License: Creative Commons BY-NC-SA
More information at https://ocw.mit.edu/terms
More courses at https://ocw.mit.edu
Support OCW at http://ow.ly/a1If50zVRlQ

We encourage constructive comments and discussion on OCW’s YouTube and other social media channels. Personal attacks, hate speech, trolling, and inappropriate comments are not allowed and may be removed. More details at https://ocw.mit.edu/comments.","['Valence Shell Electron Pair Repulsion model', 'VSEPR model', 'Lewis structures']",
12,PLUl4u3cNGP61q4qJ1vdkBbiWn3AF1q5SQ,“Why This Matters” Moments: Highlights from 3.091 Intro to Solid-State Chemistry,UCEBb1b_L6zDS3xTUrIALZOw,34.0,15578.0,uVGQayrQ9JA,Two Ways to Separate Pasta (Intro to Solid-State Chemistry),694.0,250.0,"MIT 3.091 Introduction to Solid-State Chemistry, Fall 2018
Instructor: Jeffrey C. Grossman
View the complete course: https://ocw.mit.edu/3-091F18
Course Playlist: https://www.youtube.com/playlist?list=PLUl4u3cNGP63z5HAguqleEbsICfHgDPaG
Highlights Playlist: https://www.youtube.com/playlist?list=PLUl4u3cNGP61q4qJ1vdkBbiWn3AF1q5SQ

Why this matters: how to predict the shape and behavior of electrons shared between atoms.

License: Creative Commons BY-NC-SA
More information at https://ocw.mit.edu/terms
More courses at https://ocw.mit.edu
Support OCW at http://ow.ly/a1If50zVRlQ

We encourage constructive comments and discussion on OCW’s YouTube and other social media channels. Personal attacks, hate speech, trolling, and inappropriate comments are not allowed and may be removed. More details at https://ocw.mit.edu/comments.","['Molecular orbital theory', 'linear combi-nation of atomic orbitals', 'LCAO method']",
13,PLUl4u3cNGP61q4qJ1vdkBbiWn3AF1q5SQ,“Why This Matters” Moments: Highlights from 3.091 Intro to Solid-State Chemistry,UCEBb1b_L6zDS3xTUrIALZOw,34.0,15578.0,5i4fd-BhAt0,Drinking Water (Intro to Solid-State Chemistry),1486.0,553.0,"MIT 3.091 Introduction to Solid-State Chemistry, Fall 2018
Instructor: Jeffrey C. Grossman
View the complete course: https://ocw.mit.edu/3-091F18
Course Playlist: https://www.youtube.com/playlist?list=PLUl4u3cNGP63z5HAguqleEbsICfHgDPaG
Highlights Playlist: https://www.youtube.com/playlist?list=PLUl4u3cNGP61q4qJ1vdkBbiWn3AF1q5SQ

Why this matters: how much water on earth is safe for humans to consume.

License: Creative Commons BY-NC-SA
More information at https://ocw.mit.edu/terms
More courses at https://ocw.mit.edu
Support OCW at http://ow.ly/a1If50zVRlQ

We encourage constructive comments and discussion on OCW’s YouTube and other social media channels. Personal attacks, hate speech, trolling, and inappropriate comments are not allowed and may be removed. More details at https://ocw.mit.edu/comments.","['hybridize', 'molecular orbitals', 'VSEPR']",
14,PLUl4u3cNGP61q4qJ1vdkBbiWn3AF1q5SQ,“Why This Matters” Moments: Highlights from 3.091 Intro to Solid-State Chemistry,UCEBb1b_L6zDS3xTUrIALZOw,34.0,15578.0,DtTchZtor3g,'Weak' Forces Are Strong (Intro to Solid-State Chemistry),723.0,155.0,"MIT 3.091 Introduction to Solid-State Chemistry, Fall 2018
Instructor: Jeffrey C. Grossman
View the complete course: https://ocw.mit.edu/3-091F18
Course Playlist: https://www.youtube.com/playlist?list=PLUl4u3cNGP63z5HAguqleEbsICfHgDPaG
Highlights Playlist: https://www.youtube.com/playlist?list=PLUl4u3cNGP61q4qJ1vdkBbiWn3AF1q5SQ

Why this matters: how forces that are considered weak can be much stronger than we think.

License: Creative Commons BY-NC-SA
More information at https://ocw.mit.edu/terms
More courses at https://ocw.mit.edu
Support OCW at http://ow.ly/a1If50zVRlQ

We encourage constructive comments and discussion on OCW’s YouTube and other social media channels. Personal attacks, hate speech, trolling, and inappropriate comments are not allowed and may be removed. More details at https://ocw.mit.edu/comments.","['intermolecular forces', 'ion-dipole interaction', 'London dispersion forces', 'hydrogen bonds', 'band gap']",
15,PLUl4u3cNGP61q4qJ1vdkBbiWn3AF1q5SQ,“Why This Matters” Moments: Highlights from 3.091 Intro to Solid-State Chemistry,UCEBb1b_L6zDS3xTUrIALZOw,34.0,15578.0,4gSOn3_rBWs,Rejected Energy (Intro to Solid-State Chemistry),1451.0,146.0,"MIT 3.091 Introduction to Solid-State Chemistry, Fall 2018
Instructor: Jeffrey C. Grossman
View the complete course: https://ocw.mit.edu/3-091F18
Course Playlist: https://www.youtube.com/playlist?list=PLUl4u3cNGP63z5HAguqleEbsICfHgDPaG
Highlights Playlist: https://www.youtube.com/playlist?list=PLUl4u3cNGP61q4qJ1vdkBbiWn3AF1q5SQ

Why this matters: utilizing thermal energy.

License: Creative Commons BY-NC-SA
More information at https://ocw.mit.edu/terms
More courses at https://ocw.mit.edu
Support OCW at http://ow.ly/a1If50zVRlQ

We encourage constructive comments and discussion on OCW’s YouTube and other social media channels. Personal attacks, hate speech, trolling, and inappropriate comments are not allowed and may be removed. More details at https://ocw.mit.edu/comments.","['equilibrium', 'boiling point']",
16,PLUl4u3cNGP61q4qJ1vdkBbiWn3AF1q5SQ,“Why This Matters” Moments: Highlights from 3.091 Intro to Solid-State Chemistry,UCEBb1b_L6zDS3xTUrIALZOw,34.0,15578.0,Q5W3J0NChwA,How to Make Blue LEDs (Intro to Solid-State Chemistry),1438.0,104.0,"MIT 3.091 Introduction to Solid-State Chemistry, Fall 2018
Instructor: Jeffrey C. Grossman
View the complete course: https://ocw.mit.edu/3-091F18
Course Playlist: https://www.youtube.com/playlist?list=PLUl4u3cNGP63z5HAguqleEbsICfHgDPaG
Highlights Playlist: https://www.youtube.com/playlist?list=PLUl4u3cNGP61q4qJ1vdkBbiWn3AF1q5SQ

Why this matters: why it was difficult to create blue LEDs.

License: Creative Commons BY-NC-SA
More information at https://ocw.mit.edu/terms
More courses at https://ocw.mit.edu
Support OCW at http://ow.ly/a1If50zVRlQ

We encourage constructive comments and discussion on OCW’s YouTube and other social media channels. Personal attacks, hate speech, trolling, and inappropriate comments are not allowed and may be removed. More details at https://ocw.mit.edu/comments.","['conduction band', 'valence band', 'lattice', 'doping', 'impurities', 'charge carriers', 'holes']",
17,PLUl4u3cNGP61q4qJ1vdkBbiWn3AF1q5SQ,“Why This Matters” Moments: Highlights from 3.091 Intro to Solid-State Chemistry,UCEBb1b_L6zDS3xTUrIALZOw,34.0,15578.0,P19jcEvALl4,Transistors & Semiconductors (Intro to Solid-State Chemistry),3304.0,443.0,"MIT 3.091 Introduction to Solid-State Chemistry, Fall 2018
Instructor: Jeffrey C. Grossman
View the complete course: https://ocw.mit.edu/3-091F18
Course Playlist: https://www.youtube.com/playlist?list=PLUl4u3cNGP63z5HAguqleEbsICfHgDPaG
Highlights Playlist: https://www.youtube.com/playlist?list=PLUl4u3cNGP61q4qJ1vdkBbiWn3AF1q5SQ

Why this matters: how the p-n junction and the transistor brought forth an amazing revolution.

License: Creative Commons BY-NC-SA
More information at https://ocw.mit.edu/terms
More courses at https://ocw.mit.edu
Support OCW at http://ow.ly/a1If50zVRlQ

We encourage constructive comments and discussion on OCW’s YouTube and other social media channels. Personal attacks, hate speech, trolling, and inappropriate comments are not allowed and may be removed. More details at https://ocw.mit.edu/comments.","['conduction band', 'valence band', 'lattice', 'doping', 'impurities', 'charge carriers', 'holes']",
18,PLUl4u3cNGP61q4qJ1vdkBbiWn3AF1q5SQ,“Why This Matters” Moments: Highlights from 3.091 Intro to Solid-State Chemistry,UCEBb1b_L6zDS3xTUrIALZOw,34.0,15578.0,-qwVo9RrMl4,Wire Drawing (Intro to Solid-State Chemistry),631.0,199.0,"MIT 3.091 Introduction to Solid-State Chemistry, Fall 2018
Instructor: Jeffrey C. Grossman
View the complete course: https://ocw.mit.edu/3-091F18
Course Playlist: https://www.youtube.com/playlist?list=PLUl4u3cNGP63z5HAguqleEbsICfHgDPaG
Highlights Playlist: https://www.youtube.com/playlist?list=PLUl4u3cNGP61q4qJ1vdkBbiWn3AF1q5SQ

Why this matters: how wires work.

License: Creative Commons BY-NC-SA
More information at https://ocw.mit.edu/terms
More courses at https://ocw.mit.edu
Support OCW at http://ow.ly/a1If50zVRlQ

We encourage constructive comments and discussion on OCW’s YouTube and other social media channels. Personal attacks, hate speech, trolling, and inappropriate comments are not allowed and may be removed. More details at https://ocw.mit.edu/comments.","['sea of electrons', 'ductility', 'luster', 'conductivity', 'high heat', 'malleable', 'half-ﬁlled valence bands']",
19,PLUl4u3cNGP61q4qJ1vdkBbiWn3AF1q5SQ,“Why This Matters” Moments: Highlights from 3.091 Intro to Solid-State Chemistry,UCEBb1b_L6zDS3xTUrIALZOw,34.0,15578.0,SkT7VIul_8A,Crystals (Intro to Solid-State Chemistry),1241.0,123.0,"MIT 3.091 Introduction to Solid-State Chemistry, Fall 2018
Instructor: Jeffrey C. Grossman
View the complete course: https://ocw.mit.edu/3-091F18
Course Playlist: https://www.youtube.com/playlist?list=PLUl4u3cNGP63z5HAguqleEbsICfHgDPaG
Highlights Playlist: https://www.youtube.com/playlist?list=PLUl4u3cNGP61q4qJ1vdkBbiWn3AF1q5SQ

Why this matters: how properties of crystal structure can be utilized.

License: Creative Commons BY-NC-SA
More information at https://ocw.mit.edu/terms
More courses at https://ocw.mit.edu
Support OCW at http://ow.ly/a1If50zVRlQ

We encourage constructive comments and discussion on OCW’s YouTube and other social media channels. Personal attacks, hate speech, trolling, and inappropriate comments are not allowed and may be removed. More details at https://ocw.mit.edu/comments.","['crystal lattice', 'Miller Indices', 'points', 'direction', 'family']",
20,PLUl4u3cNGP61q4qJ1vdkBbiWn3AF1q5SQ,“Why This Matters” Moments: Highlights from 3.091 Intro to Solid-State Chemistry,UCEBb1b_L6zDS3xTUrIALZOw,34.0,15578.0,Crut4GvgU6g,Moseley's Law (Intro to Solid-State Chemistry),3549.0,554.0,"MIT 3.091 Introduction to Solid-State Chemistry, Fall 2018
Instructor: Jeffrey C. Grossman
View the complete course: https://ocw.mit.edu/3-091F18
Course Playlist: https://www.youtube.com/playlist?list=PLUl4u3cNGP63z5HAguqleEbsICfHgDPaG
Highlights Playlist: https://www.youtube.com/playlist?list=PLUl4u3cNGP61q4qJ1vdkBbiWn3AF1q5SQ

Why this matters: understanding the positions of the elements in the periodic table.

License: Creative Commons BY-NC-SA
More information at https://ocw.mit.edu/terms
More courses at https://ocw.mit.edu
Support OCW at http://ow.ly/a1If50zVRlQ

We encourage constructive comments and discussion on OCW’s YouTube and other social media channels. Personal attacks, hate speech, trolling, and inappropriate comments are not allowed and may be removed. More details at https://ocw.mit.edu/comments.","['radiation', 'metal target atom', 'x-ray generation', 'medical imaging']",
21,PLUl4u3cNGP61q4qJ1vdkBbiWn3AF1q5SQ,“Why This Matters” Moments: Highlights from 3.091 Intro to Solid-State Chemistry,UCEBb1b_L6zDS3xTUrIALZOw,34.0,15578.0,omPD_LtrpGU,Nature + Arrhenius (Intro to Solid-State Chemistry),314.0,311.0,"MIT 3.091 Introduction to Solid-State Chemistry, Fall 2018
Instructor: Jeffrey C. Grossman
View the complete course: https://ocw.mit.edu/3-091F18
Course Playlist: https://www.youtube.com/playlist?list=PLUl4u3cNGP63z5HAguqleEbsICfHgDPaG
Highlights Playlist: https://www.youtube.com/playlist?list=PLUl4u3cNGP61q4qJ1vdkBbiWn3AF1q5SQ

Why this matters: understanding point defects in materials.

License: Creative Commons BY-NC-SA
More information at https://ocw.mit.edu/terms
More courses at https://ocw.mit.edu
Support OCW at http://ow.ly/a1If50zVRlQ

We encourage constructive comments and discussion on OCW’s YouTube and other social media channels. Personal attacks, hate speech, trolling, and inappropriate comments are not allowed and may be removed. More details at https://ocw.mit.edu/comments.","['crystal lattice', 'vacancies', 'interstitial impurities', 'self-interstitials', 'substitutional impurities']",
22,PLUl4u3cNGP61q4qJ1vdkBbiWn3AF1q5SQ,“Why This Matters” Moments: Highlights from 3.091 Intro to Solid-State Chemistry,UCEBb1b_L6zDS3xTUrIALZOw,34.0,15578.0,7NqA49Lb4nU,Personal Energy Storage (Intro to Solid-State Chemistry),2131.0,121.0,"MIT 3.091 Introduction to Solid-State Chemistry, Fall 2018
Instructor: Jeffrey C. Grossman
View the complete course: https://ocw.mit.edu/3-091F18
Course Playlist: https://www.youtube.com/playlist?list=PLUl4u3cNGP63z5HAguqleEbsICfHgDPaG
Highlights Playlist: https://www.youtube.com/playlist?list=PLUl4u3cNGP61q4qJ1vdkBbiWn3AF1q5SQ

Why this matters: how to approach small-scale energy storage.

License: Creative Commons BY-NC-SA
More information at https://ocw.mit.edu/terms
More courses at https://ocw.mit.edu
Support OCW at http://ow.ly/a1If50zVRlQ

We encourage constructive comments and discussion on OCW’s YouTube and other social media channels. Personal attacks, hate speech, trolling, and inappropriate comments are not allowed and may be removed. More details at https://ocw.mit.edu/comments.","['energy flows', 'Ragone plot', 'electrochemistry']",
23,PLUl4u3cNGP61q4qJ1vdkBbiWn3AF1q5SQ,“Why This Matters” Moments: Highlights from 3.091 Intro to Solid-State Chemistry,UCEBb1b_L6zDS3xTUrIALZOw,34.0,15578.0,J4jMT49oaPI,Grid-scale Energy Storage (Intro to Solid-State Chemistry),1336.0,170.0,"MIT 3.091 Introduction to Solid-State Chemistry, Fall 2018
Instructor: Jeffrey C. Grossman
View the complete course: https://ocw.mit.edu/3-091F18
Course Playlist: https://www.youtube.com/playlist?list=PLUl4u3cNGP63z5HAguqleEbsICfHgDPaG
Highlights Playlist: https://www.youtube.com/playlist?list=PLUl4u3cNGP61q4qJ1vdkBbiWn3AF1q5SQ

Why this matters: how to approach large-scale energy storage.

License: Creative Commons BY-NC-SA
More information at https://ocw.mit.edu/terms
More courses at https://ocw.mit.edu
Support OCW at http://ow.ly/a1If50zVRlQ

We encourage constructive comments and discussion on OCW’s YouTube and other social media channels. Personal attacks, hate speech, trolling, and inappropriate comments are not allowed and may be removed. More details at https://ocw.mit.edu/comments.","['energy flows', 'Ragone plot', 'electrochemistry']",
24,PLUl4u3cNGP61q4qJ1vdkBbiWn3AF1q5SQ,“Why This Matters” Moments: Highlights from 3.091 Intro to Solid-State Chemistry,UCEBb1b_L6zDS3xTUrIALZOw,34.0,15578.0,fuo2j6f8yok,Materials Problems (Intro to Solid-State Chemistry),724.0,272.0,"MIT 3.091 Introduction to Solid-State Chemistry, Fall 2018
Instructor: Jeffrey C. Grossman
View the complete course: https://ocw.mit.edu/3-091F18
Course Playlist: https://www.youtube.com/playlist?list=PLUl4u3cNGP63z5HAguqleEbsICfHgDPaG
Highlights Playlist: https://www.youtube.com/playlist?list=PLUl4u3cNGP61q4qJ1vdkBbiWn3AF1q5SQ

Why this matters: defects and deformations in materials can have a huge impact in applications.

License: Creative Commons BY-NC-SA
More information at https://ocw.mit.edu/terms
More courses at https://ocw.mit.edu
Support OCW at http://ow.ly/a1If50zVRlQ

We encourage constructive comments and discussion on OCW’s YouTube and other social media channels. Personal attacks, hate speech, trolling, and inappropriate comments are not allowed and may be removed. More details at https://ocw.mit.edu/comments.","['dislocations', 'slip-planes']",
25,PLUl4u3cNGP61q4qJ1vdkBbiWn3AF1q5SQ,“Why This Matters” Moments: Highlights from 3.091 Intro to Solid-State Chemistry,UCEBb1b_L6zDS3xTUrIALZOw,34.0,15578.0,pUp7jJcp8p4,Utilizing Abundant Resources (Intro to Solid-State Chemistry),2226.0,278.0,"MIT 3.091 Introduction to Solid-State Chemistry, Fall 2018
Instructor: Jeffrey C. Grossman
View the complete course: https://ocw.mit.edu/3-091F18
Course Playlist: https://www.youtube.com/playlist?list=PLUl4u3cNGP63z5HAguqleEbsICfHgDPaG
Highlights Playlist: https://www.youtube.com/playlist?list=PLUl4u3cNGP61q4qJ1vdkBbiWn3AF1q5SQ

Why this matters: how we engineer high-tech materials out of inexpensive resources.

License: Creative Commons BY-NC-SA
More information at https://ocw.mit.edu/terms
More courses at https://ocw.mit.edu
Support OCW at http://ow.ly/a1If50zVRlQ

We encourage constructive comments and discussion on OCW’s YouTube and other social media channels. Personal attacks, hate speech, trolling, and inappropriate comments are not allowed and may be removed. More details at https://ocw.mit.edu/comments.",[],
